epoch,loss,cer_train
121,1.8243609964847565,0.5487805008888245
122,1.8613317608833313,0.5304877758026123
123,1.7988339066505432,0.5121951103210449
124,1.7971549928188324,0.5121951103210449
125,1.7671547830104828,0.5121951103210449
126,1.733762413263321,0.5182926654815674
127,1.7269703447818756,0.5060975551605225
128,1.7131531536579132,0.5121951103210449
129,1.6795207262039185,0.5
130,1.6868013143539429,0.5304877758026123
131,1.662928730249405,0.5548780560493469
132,1.6090097725391388,0.5060975551605225
133,1.6352267861366272,0.4695121943950653
134,1.5881941616535187,0.46341463923454285
135,1.5902124643325806,0.49390244483947754
136,1.5808833241462708,0.5
137,1.530637949705124,0.46341463923454285
138,1.513003021478653,0.5243902206420898
139,1.5593801438808441,0.4695121943950653
140,1.4595724642276764,0.5182926654815674
141,1.3919724375009537,0.5243902206420898
142,1.5901158452033997,0.5121951103210449
143,1.5032302141189575,0.46341463923454285
144,1.4908391535282135,0.5182926654815674
145,1.398762047290802,0.4573170840740204
146,1.4495872408151627,0.49390244483947754
147,1.4262900948524475,0.47560974955558777
148,1.4503744840621948,0.6097561120986938
149,1.5077087879180908,0.46341463923454285
150,1.493513435125351,0.4695121943950653
151,1.3301663398742676,0.5060975551605225
152,1.3090748339891434,0.4451219439506531
153,1.3499320149421692,0.5304877758026123
154,1.2906063199043274,0.43292683362960815
155,1.2951186001300812,0.5365853905677795
156,1.3659633100032806,0.4451219439506531
157,1.3831304013729095,0.4878048896789551
158,1.3002517223358154,0.4268292784690857
159,1.2680267691612244,0.4451219439506531
160,1.2661387473344803,0.5182926654815674
