epoch,loss,cer_train,wer_train,exact_match_train,avg_edit_distance_train
75,2.658642292022705,0.7560975551605225,1.0689655172413792,0.0,7.75
76,2.711593270301819,0.7743902206420898,1.0,0.0,7.9375
77,2.6341567635536194,0.7439024448394775,1.1724137931034482,0.0,7.625
78,2.5521989464759827,0.7560975551605225,1.103448275862069,0.0,7.75
79,2.5410494804382324,0.7439024448394775,1.103448275862069,0.0,7.625
80,2.5017200708389282,0.7256097793579102,1.0689655172413792,0.0,7.4375
81,2.525366485118866,0.7134146094322205,1.1379310344827587,0.0,7.3125
82,2.407484710216522,0.7439024448394775,1.0689655172413792,0.0,7.625
83,2.4088484048843384,0.7134146094322205,1.1379310344827587,0.0,7.3125
84,2.412786304950714,0.7378048896789551,1.0689655172413792,0.0,7.5625
85,2.4009456038475037,0.707317054271698,1.103448275862069,0.0,7.25
86,2.3773854970932007,0.7317073345184326,1.0,0.0,7.5
87,2.3710505962371826,0.6829268336296082,1.0,0.0,7.0
88,2.2660934925079346,0.6707317233085632,1.0,0.0,6.875
89,2.263902962207794,0.6829268336296082,1.0689655172413792,0.0,7.0
90,2.2548351287841797,0.6768292784690857,1.0344827586206897,0.0,6.9375
91,2.2290587425231934,0.6585366129875183,1.0,0.0,6.75
92,2.206139862537384,0.6829268336296082,0.9655172413793104,0.0,7.0
93,2.2183128595352173,0.6768292784690857,1.0344827586206897,0.0,6.9375
94,2.1656791269779205,0.6524389982223511,0.9655172413793104,0.0,6.6875
95,2.0924542248249054,0.6402438879013062,1.0,0.0,6.5625
96,2.1081095933914185,0.6219512224197388,0.9655172413793104,0.0,6.375
97,2.1308306753635406,0.6341463327407837,0.8620689655172413,0.0,6.5
98,2.079358220100403,0.5975610017776489,0.8620689655172413,0.0,6.125
99,2.0678429305553436,0.6036585569381714,0.8620689655172413,0.0,6.1875
100,2.0655561685562134,0.5792682766914368,0.8620689655172413,0.0,5.9375
101,2.041088789701462,0.5853658318519592,0.896551724137931,0.0,6.0
102,1.9855095744132996,0.6097561120986938,0.9310344827586207,0.0,6.25
103,1.9386295676231384,0.6158536672592163,1.0,0.0,6.3125
104,1.8890269100666046,0.5975610017776489,0.896551724137931,0.0,6.125
105,1.872088074684143,0.5670731663703918,0.9655172413793104,0.0,5.8125
106,1.8643333315849304,0.5731707215309143,0.8620689655172413,0.0,5.875
107,1.8439619541168213,0.542682945728302,0.9310344827586207,0.0,5.5625
108,1.807683676481247,0.5365853905677795,0.9310344827586207,0.0,5.5
109,1.7627956569194794,0.5548780560493469,0.896551724137931,0.0,5.6875
110,1.7962144911289215,0.5609756112098694,0.8620689655172413,0.0,5.75
111,1.8447486758232117,0.542682945728302,0.8620689655172413,0.0,5.5625
112,1.757427155971527,0.5365853905677795,0.896551724137931,0.0,5.5
113,1.8361135125160217,0.5243902206420898,0.8620689655172413,0.0,5.375
114,1.7375169396400452,0.5548780560493469,0.9310344827586207,0.0,5.6875
115,1.7509062886238098,0.5243902206420898,0.8620689655172413,0.0,5.375
116,1.6990662515163422,0.5243902206420898,0.8620689655172413,0.0,5.375
117,1.6963965892791748,0.5304877758026123,0.8275862068965517,0.0,5.4375
118,1.6178506314754486,0.48170730471611023,0.8275862068965517,0.0,4.9375
119,1.6320821344852448,0.5121951103210449,0.8275862068965517,0.0,5.25
120,1.6272467076778412,0.4695121943950653,0.7931034482758621,0.0,4.8125
121,1.5855856835842133,0.48170730471611023,0.7931034482758621,0.0,4.9375
122,1.5710451304912567,0.4451219439506531,0.7931034482758621,0.0,4.5625
123,1.5859650373458862,0.4573170840740204,0.7586206896551724,0.0,4.6875
124,1.5200548470020294,0.4695121943950653,0.7931034482758621,0.0,4.8125
125,1.537343144416809,0.46341463923454285,0.7931034482758621,0.0,4.75
126,1.507654070854187,0.4451219439506531,0.7586206896551724,0.0,4.5625
127,1.5068801045417786,0.48170730471611023,0.7931034482758621,0.0,4.9375
128,1.4757745265960693,0.47560974955558777,0.7931034482758621,0.0,4.875
129,1.5087590515613556,0.46341463923454285,0.7931034482758621,0.0,4.75
130,1.435645580291748,0.4390243887901306,0.8620689655172413,0.0,4.5
131,1.4845115840435028,0.4451219439506531,0.896551724137931,0.0,4.5625
132,1.4627491533756256,0.4390243887901306,0.7586206896551724,0.0,4.5
133,1.443446546792984,0.43292683362960815,0.7586206896551724,0.0,4.4375
134,1.4026778638362885,0.42073169350624084,0.7586206896551724,0.0,4.3125
135,1.3928762376308441,0.43292683362960815,0.7931034482758621,0.0,4.4375
136,1.415269374847412,0.42073169350624084,0.7931034482758621,0.0,4.3125
137,1.3987170159816742,0.37804877758026123,0.7241379310344828,0.0625,3.875
138,1.4100641012191772,0.396341472864151,0.7241379310344828,0.0625,4.0625
139,1.380918711423874,0.4085365831851959,0.7586206896551724,0.0625,4.1875
140,1.306609719991684,0.396341472864151,0.7586206896551724,0.0625,4.0625
141,1.3162820041179657,0.3841463327407837,0.7586206896551724,0.0625,3.9375
142,1.253051608800888,0.3841463327407837,0.7586206896551724,0.0625,3.9375
143,1.2405605912208557,0.3658536672592163,0.7241379310344828,0.0625,3.75
144,1.2544017136096954,0.42073169350624084,0.8275862068965517,0.0,4.3125
145,1.2698526680469513,0.396341472864151,0.7931034482758621,0.0,4.0625
146,1.2137291729450226,0.39024388790130615,0.7586206896551724,0.0,4.0
147,1.2169656157493591,0.37195122241973877,0.7241379310344828,0.0,3.8125
148,1.1441114693880081,0.43292683362960815,0.7931034482758621,0.0,4.4375
149,1.2802479267120361,0.396341472864151,0.7931034482758621,0.0,4.0625
150,1.2763975262641907,0.4268292784690857,0.7931034482758621,0.0,4.375
151,1.242552489042282,0.4451219439506531,0.7586206896551724,0.0,4.5625
152,1.4162205755710602,0.353658527135849,0.6896551724137931,0.0625,3.625
153,1.1768451631069183,0.43292683362960815,0.7931034482758621,0.0,4.4375
154,1.3952007442712784,0.3414634168148041,0.6206896551724138,0.0625,3.5
155,1.1850973516702652,0.37195122241973877,0.7586206896551724,0.0,3.8125
156,1.1564695239067078,0.3841463327407837,0.7586206896551724,0.0,3.9375
157,1.1053758263587952,0.35975611209869385,0.6896551724137931,0.0,3.6875
158,1.1463818103075027,0.37195122241973877,0.7241379310344828,0.0,3.8125
159,1.098963424563408,0.37195122241973877,0.7241379310344828,0.0,3.8125
160,1.0919987112283707,0.353658527135849,0.6896551724137931,0.0,3.625
